name;rect
Universidad Andrés Bello (Facultad de Medicina);POLYGON((-7866643.15 -3955532.43,-7866643.15 -3955468.96,-7866593.44 -3955468.96,-7866593.44 -3955532.43,-7866643.15 -3955532.43))
Saint Joseph School;POLYGON((-7866643.36 -3942443.94,-7866643.36 -3942277.22,-7866470.05 -3942277.22,-7866470.05 -3942443.94,-7866643.36 -3942443.94))
Estacionamiento Avenida Republica;POLYGON((-7866642.66 -3956141.24,-7866642.66 -3955648.11,-7866554.87 -3955648.11,-7866554.87 -3956141.24,-7866642.66 -3956141.24))
Tottus;POLYGON((-7866632.25 -3935811.89,-7866632.25 -3935703.28,-7866550.66 -3935703.28,-7866550.66 -3935811.89,-7866632.25 -3935811.89))
Plaza Marques de Ovando;POLYGON((-7866622.66 -3960995.12,-7866622.66 -3960903.6,-7866528.84 -3960903.6,-7866528.84 -3960995.12,-7866622.66 -3960995.12))
Plaza Triángulo Ochagavía;POLYGON((-7866621.22 -3961872.32,-7866621.22 -3961820,-7866545.09 -3961820,-7866545.09 -3961872.32,-7866621.22 -3961872.32))
Universidad Andres Bello;POLYGON((-7866620.89 -3955365.91,-7866620.89 -3955303.8,-7866555.79 -3955303.8,-7866555.79 -3955365.91,-7866620.89 -3955365.91))
Universidad de Chile (Facultad de Ciencias Físicas y Matemáticas);POLYGON((-7866613.32 -3956070.77,-7866613.32 -3956048.05,-7866595.11 -3956048.05,-7866595.11 -3956070.77,-7866613.32 -3956070.77))
Cancha fútbol;POLYGON((-7866597.94 -3948966.5,-7866597.94 -3948821.27,-7866485.19 -3948821.27,-7866485.19 -3948966.5,-7866597.94 -3948966.5))
Colegio Arcangel Gabriel;POLYGON((-7866595.32 -3961544.27,-7866595.32 -3961464.3,-7866533.77 -3961464.3,-7866533.77 -3961544.27,-7866595.32 -3961544.27))
Plaza Lazo;POLYGON((-7866585.4 -3961454.42,-7866585.4 -3961419.63,-7866535.54 -3961419.63,-7866535.54 -3961454.42,-7866585.4 -3961454.42))
Universidad Andrés Bello (Facultad de Medicina Postgrado);POLYGON((-7866583.19 -3955913.54,-7866583.19 -3955877.33,-7866524.13 -3955877.33,-7866524.13 -3955913.54,-7866583.19 -3955913.54))
Plaza Brasil;POLYGON((-7866582.42 -3954015.12,-7866582.42 -3953837.72,-7866385.2 -3953837.72,-7866385.2 -3954015.12,-7866582.42 -3954015.12))
Centro Deportivo La Cisterna;POLYGON((-7866565.7 -3966505.46,-7866565.7 -3966315.57,-7866374.61 -3966315.57,-7866374.61 -3966505.46,-7866565.7 -3966505.46))
Privado;POLYGON((-7866564.81 -3956019.72,-7866564.81 -3955983.99,-7866537.88 -3955983.99,-7866537.88 -3956019.72,-7866564.81 -3956019.72))
Plaza Magallanes;POLYGON((-7866545.7 -3959837.35,-7866545.7 -3959731.59,-7866496.14 -3959731.59,-7866496.14 -3959837.35,-7866545.7 -3959837.35))
Plaza Antonio Acevedo;POLYGON((-7866544.5 -3949967.02,-7866544.5 -3949846.09,-7866457.32 -3949846.09,-7866457.32 -3949967.02,-7866544.5 -3949967.02))
Juzgado de Policia Local de Pedro Aguirre Cerda;POLYGON((-7866543.51 -3960698.26,-7866543.51 -3960670.11,-7866518.37 -3960670.11,-7866518.37 -3960698.26,-7866543.51 -3960698.26))
Privado;POLYGON((-7866542.81 -3956140.88,-7866542.81 -3956108.21,-7866511.52 -3956108.21,-7866511.52 -3956140.88,-7866542.81 -3956140.88))
Plaza Ucun;POLYGON((-7866542.12 -3959216.82,-7866542.12 -3959173.53,-7866464.34 -3959173.53,-7866464.34 -3959216.82,-7866542.12 -3959216.82))
Galpón Víctor jara;POLYGON((-7866520.72 -3954054.77,-7866520.72 -3954014.15,-7866502.01 -3954014.15,-7866502.01 -3954054.77,-7866520.72 -3954054.77))
Escuela Básica República Mexicana (en construcción/renovación);POLYGON((-7866517.32 -3960447.05,-7866517.32 -3960332.01,-7866391.24 -3960332.01,-7866391.24 -3960447.05,-7866517.32 -3960447.05))
Parroquia Santa Inés de Huechuraba;POLYGON((-7866510.01 -3942469.92,-7866510.01 -3942338.22,-7866348.95 -3942338.22,-7866348.95 -3942469.92,-7866510.01 -3942469.92))
Privado;POLYGON((-7866501.93 -3956047.73,-7866501.93 -3955932.36,-7866441.57 -3955932.36,-7866441.57 -3956047.73,-7866501.93 -3956047.73))
Hostal Casa Roja;POLYGON((-7866499.45 -3954140.75,-7866499.45 -3954033.27,-7866466.31 -3954033.27,-7866466.31 -3954140.75,-7866499.45 -3954140.75))
MoviCenter;POLYGON((-7866478.08 -3945014.31,-7866478.08 -3944398.07,-7866052.92 -3944398.07,-7866052.92 -3945014.31,-7866478.08 -3945014.31))
Estadio Municipal de Conchali;POLYGON((-7866474.33 -3946365.55,-7866474.33 -3946109.96,-7866208 -3946109.96,-7866208 -3946365.55,-7866474.33 -3946365.55))
Plaza Manuel Rodríguez;POLYGON((-7866472.33 -3955412.79,-7866472.33 -3955319.9,-7866362.89 -3955319.9,-7866362.89 -3955412.79,-7866472.33 -3955412.79))
Cancha Plaza Ucun;POLYGON((-7866460.46 -3959212.56,-7866460.46 -3959174.65,-7866374.46 -3959174.65,-7866374.46 -3959212.56,-7866460.46 -3959212.56))
SE Club Hípico;POLYGON((-7866459.45 -3958310.51,-7866459.45 -3958177.17,-7866388.46 -3958177.17,-7866388.46 -3958310.51,-7866459.45 -3958310.51))
Centro Toesca;POLYGON((-7866458.17 -3955767.18,-7866458.17 -3955754.17,-7866446.25 -3955754.17,-7866446.25 -3955767.18,-7866458.17 -3955767.18))
Club Santa Rosa de Huechuraba;POLYGON((-7866452.89 -3943203.84,-7866452.89 -3942858.69,-7866291.65 -3942858.69,-7866291.65 -3943203.84,-7866452.89 -3943203.84))
"Jardín Infantil ""Vitamina Huechuraba""";POLYGON((-7866451.39 -3942918.49,-7866451.39 -3942882.05,-7866403.22 -3942882.05,-7866403.22 -3942918.49,-7866451.39 -3942918.49))
Motel Club;POLYGON((-7866437.04 -3955728.07,-7866437.04 -3955696.26,-7866409.06 -3955696.26,-7866409.06 -3955728.07,-7866437.04 -3955728.07))
Municipalidad de La Cisterna;POLYGON((-7866424.18 -3966563.53,-7866424.18 -3966422.62,-7866254.75 -3966422.62,-7866254.75 -3966563.53,-7866424.18 -3966563.53))
Plaza Jorge Quevedo;POLYGON((-7866405.23 -3962122.09,-7866405.23 -3962036.09,-7866289.62 -3962036.09,-7866289.62 -3962122.09,-7866405.23 -3962122.09))
PLaza Lillo;POLYGON((-7866400.9 -3969522.57,-7866400.9 -3969339.04,-7866261.78 -3969339.04,-7866261.78 -3969522.57,-7866400.9 -3969522.57))
Bodegas Valle Norte;POLYGON((-7866383.93 -3936370.67,-7866383.93 -3936155.72,-7866111.56 -3936155.72,-7866111.56 -3936370.67,-7866383.93 -3936370.67))
Centro comercial de antigüedades;POLYGON((-7866381.12 -3952701.97,-7866381.12 -3952625.53,-7866285.58 -3952625.53,-7866285.58 -3952701.97,-7866381.12 -3952701.97))
Clinica Odontológica - Universidad Mayor;POLYGON((-7866380.01 -3954755.66,-7866380.01 -3954714.42,-7866361.5 -3954714.42,-7866361.5 -3954755.66,-7866380.01 -3954755.66))
SALFA;POLYGON((-7866370.87 -3958099.36,-7866370.87 -3957947.06,-7866231.6 -3957947.06,-7866231.6 -3958099.36,-7866370.87 -3958099.36))
Universidad de Chile (Facultad de Ciencias Físicas y Matemáticas);POLYGON((-7866370.87 -3956309.31,-7866370.87 -3956151.06,-7866289.05 -3956151.06,-7866289.05 -3956309.31,-7866370.87 -3956309.31))
Oficina Nacional de Emergencias ONEMI;POLYGON((-7866367.66 -3957731.94,-7866367.66 -3957636.31,-7866245.36 -3957636.31,-7866245.36 -3957731.94,-7866367.66 -3957731.94))
Bodega ONEMI;POLYGON((-7866367.32 -3957731.94,-7866367.32 -3957718.46,-7866322.22 -3957718.46,-7866322.22 -3957731.94,-7866367.32 -3957731.94))
Orfeón Plaza Lillo;POLYGON((-7866361.68 -3969417.72,-7866361.68 -3969398.91,-7866335.41 -3969398.91,-7866335.41 -3969417.72,-7866361.68 -3969417.72))
Edificio Norte;POLYGON((-7866358.63 -3956182.03,-7866358.63 -3956150.7,-7866292.19 -3956150.7,-7866292.19 -3956182.03,-7866358.63 -3956182.03))
Parque Central Alameda Bernardo O´Higgins;POLYGON((-7866351.03 -3954824.92,-7866351.03 -3954715.18,-7866131.47 -3954715.18,-7866131.47 -3954824.92,-7866351.03 -3954824.92))
Futuro Edificio Consistorial - Ilustre Municipalidad de Pedro Aguirre Cerda (en construcción);POLYGON((-7866349.07 -3960376.42,-7866349.07 -3960171.14,-7866198.39 -3960171.14,-7866198.39 -3960376.42,-7866349.07 -3960376.42))
Data Center y Centro de Manejo;POLYGON((-7866346.43 -3957702.41,-7866346.43 -3957677.75,-7866296.81 -3957677.75,-7866296.81 -3957702.41,-7866346.43 -3957702.41))
Brigada de Investigación Criminal Conchalí;POLYGON((-7866343.77 -3948234.33,-7866343.77 -3948154.98,-7866283.69 -3948154.98,-7866283.69 -3948234.33,-7866343.77 -3948234.33))
Auditorio Enrique D’Etigny Lyon;POLYGON((-7866339.83 -3956300.86,-7866339.83 -3956260.07,-7866316.97 -3956260.07,-7866316.97 -3956300.86,-7866339.83 -3956300.86))
"Jardín Infantil ""Zumbayllú""";POLYGON((-7866339.28 -3951488.28,-7866339.28 -3951470.05,-7866320.33 -3951470.05,-7866320.33 -3951488.28,-7866339.28 -3951488.28))
Santa Isabel;POLYGON((-7866331.01 -3955471.34,-7866331.01 -3955375.49,-7866242.63 -3955375.49,-7866242.63 -3955471.34,-7866331.01 -3955471.34))
Parque de los Reyes;POLYGON((-7866331.48 -3952681.29,-7866331.48 -3952595.29,-7866022.32 -3952595.29,-7866022.32 -3952681.29,-7866331.48 -3952681.29))
Plaza Rosa Ester Alessandri;POLYGON((-7866331.01 -3949893.93,-7866331.01 -3949821.9,-7866130.93 -3949821.9,-7866130.93 -3949893.93,-7866331.01 -3949893.93))
Centro de Reparto Chilexpress;POLYGON((-7866326.61 -3953475.93,-7866326.61 -3953434.87,-7866276.59 -3953434.87,-7866276.59 -3953475.93,-7866326.61 -3953475.93))
Plaza San Miguel;POLYGON((-7866313.92 -3961934.43,-7866313.92 -3961870.61,-7866231.19 -3961870.61,-7866231.19 -3961934.43,-7866313.92 -3961934.43))
Parque Vespucio Norte;POLYGON((-7866309.91 -3945440.96,-7866309.91 -3945037.49,-7865531.19 -3945037.49,-7865531.19 -3945440.96,-7866309.91 -3945440.96))
Estación Intermodal Gabriela Mistral;POLYGON((-7866308.12 -3967069.3,-7866308.12 -3966918.05,-7866156.99 -3966918.05,-7866156.99 -3967069.3,-7866308.12 -3967069.3))
Cancha población Juan Antonio Rios;POLYGON((-7866308.17 -3952148.61,-7866308.17 -3952061.93,-7866187.74 -3952061.93,-7866187.74 -3952148.61,-7866308.17 -3952148.61))
ADUANA;POLYGON((-7866305.68 -3957575.63,-7866305.68 -3957497.29,-7866279.64 -3957497.29,-7866279.64 -3957575.63,-7866305.68 -3957575.63))
Facultad de Odontologia;POLYGON((-7866303.11 -3954735.82,-7866303.11 -3954645.52,-7866255.76 -3954645.52,-7866255.76 -3954735.82,-7866303.11 -3954735.82))
Opticas Rodenstock;POLYGON((-7866302.77 -3957637.81,-7866302.77 -3957584.28,-7866277.73 -3957584.28,-7866277.73 -3957637.81,-7866302.77 -3957637.81))
Museo y Centro de Documentación;POLYGON((-7866292.69 -3957658.58,-7866292.69 -3957646.77,-7866263.68 -3957646.77,-7866263.68 -3957658.58,-7866292.69 -3957658.58))
Oficinas Administrativas;POLYGON((-7866287.61 -3957699.19,-7866287.61 -3957677.12,-7866250.81 -3957677.12,-7866250.81 -3957699.19,-7866287.61 -3957699.19))
Universidad de Chile (Facultad de Ciencias Físicas y Matemáticas);POLYGON((-7866286.93 -3956096.95,-7866286.93 -3956011.4,-7866225.65 -3956011.4,-7866225.65 -3956096.95,-7866286.93 -3956096.95))
Plaza San Luis;POLYGON((-7866270.3 -3950814.35,-7866270.3 -3950751.94,-7866187.71 -3950751.94,-7866187.71 -3950814.35,-7866270.3 -3950814.35))
Centro Recreacional Beaucheff;POLYGON((-7866263.61 -3959982.13,-7866263.61 -3959741.64,-7866020.15 -3959741.64,-7866020.15 -3959982.13,-7866263.61 -3959982.13))
Auditorio;POLYGON((-7866262.8 -3957677.15,-7866262.8 -3957646.45,-7866247.23 -3957646.45,-7866247.23 -3957677.15,-7866262.8 -3957677.15))
Centro Cívico I.M. del Bosque;POLYGON((-7866261.96 -3969549.75,-7866261.96 -3969381.72,-7866111.98 -3969381.72,-7866111.98 -3969549.75,-7866261.96 -3969549.75))
Colegio Lincoln;POLYGON((-7866254.02 -3935805.84,-7866254.02 -3935527.63,-7865964.99 -3935527.63,-7865964.99 -3935805.84,-7866254.02 -3935805.84))
Pumahue;POLYGON((-7866251.63 -3942983.05,-7866251.63 -3942760.74,-7865933.53 -3942760.74,-7865933.53 -3942983.05,-7866251.63 -3942983.05))
Universidad de Chile (Facultad de Ciencias Físicas y Matemáticas);POLYGON((-7866249.98 -3956299.92,-7866249.98 -3956121.5,-7865934.77 -3956121.5,-7865934.77 -3956299.92,-7866249.98 -3956299.92))
Plaza Florencia;POLYGON((-7866247.2 -3960181.06,-7866247.2 -3960133,-7866188.68 -3960133,-7866188.68 -3960181.06,-7866247.2 -3960181.06))
Parque O'Higgins;POLYGON((-7866247.04 -3957885.18,-7866247.04 -3956289.32,-7865492.42 -3956289.32,-7865492.42 -3957885.18,-7866247.04 -3957885.18))
Fantasilandia;POLYGON((-7866247.08 -3956810.78,-7866247.08 -3956316.42,-7865947.87 -3956316.42,-7865947.87 -3956810.78,-7866247.08 -3956810.78))
Edificio Escuela de Ingenieria;POLYGON((-7866243.84 -3956291.47,-7866243.84 -3956156.51,-7866184.72 -3956156.51,-7866184.72 -3956291.47,-7866243.84 -3956291.47))
Edificio Consistorial 2 I.M. de El Bosque;POLYGON((-7866238.48 -3969541.38,-7866238.48 -3969469.15,-7866130.76 -3969469.15,-7866130.76 -3969541.38,-7866238.48 -3969541.38))
Edificio Consistorial I.M. del Bosque;POLYGON((-7866236.24 -3969446.97,-7866236.24 -3969403.68,-7866173.23 -3969403.68,-7866173.23 -3969446.97,-7866236.24 -3969446.97))
José Miguel Carrera;POLYGON((-7866228.68 -3954973.09,-7866228.68 -3954928.17,-7866153.73 -3954928.17,-7866153.73 -3954973.09,-7866228.68 -3954973.09))
CORDEP;POLYGON((-7866227.48 -3959832.84,-7866227.48 -3959701.79,-7866087 -3959701.79,-7866087 -3959832.84,-7866227.48 -3959832.84))
Plaza Edificio Consisterial I.M. de El Bosque;POLYGON((-7866220.31 -3969462.66,-7866220.31 -3969425.44,-7866178.8 -3969425.44,-7866178.8 -3969462.66,-7866220.31 -3969462.66))
Cancha fútbol;POLYGON((-7866219.53 -3954567.03,-7866219.53 -3954539.31,-7866182.69 -3954539.31,-7866182.69 -3954567.03,-7866219.53 -3954567.03))
Universidad Alberto Hurtado;POLYGON((-7866218.81 -3954542.8,-7866218.81 -3954510.85,-7866165.9 -3954510.85,-7866165.9 -3954542.8,-7866218.81 -3954542.8))
SEDEX Correos;POLYGON((-7866213.17 -3957981.7,-7866213.17 -3957942.33,-7866192.22 -3957942.33,-7866192.22 -3957981.7,-7866213.17 -3957981.7))
Estadio Militar;POLYGON((-7866205.19 -3958298.38,-7866205.19 -3957907.84,-7865801.01 -3957907.84,-7865801.01 -3958298.38,-7866205.19 -3958298.38))
Hostel Cien Fuegos;POLYGON((-7866204.03 -3954220.82,-7866204.03 -3954194.21,-7866189.73 -3954194.21,-7866189.73 -3954220.82,-7866204.03 -3954220.82))
Quillayes;POLYGON((-7866193.12 -3957964.45,-7866193.12 -3957941.53,-7866177.37 -3957941.53,-7866177.37 -3957964.45,-7866193.12 -3957964.45))
Santa Isabel;POLYGON((-7866190.69 -3959168.97,-7866190.69 -3959038.79,-7866143.73 -3959038.79,-7866143.73 -3959168.97,-7866190.69 -3959168.97))
Parque Los Castaños;POLYGON((-7866187.97 -3950336.19,-7866187.97 -3950308.72,-7865860.72 -3950308.72,-7865860.72 -3950336.19,-7866187.97 -3950336.19))
Bombero - Bomba Metropolitana Sur;POLYGON((-7866185.93 -3959264.51,-7866185.93 -3959182.11,-7866135.17 -3959182.11,-7866135.17 -3959264.51,-7866185.93 -3959264.51))
Edificio de Física;POLYGON((-7866184.98 -3956193.89,-7866184.98 -3956136.39,-7866096.87 -3956136.39,-7866096.87 -3956193.89,-7866184.98 -3956193.89))
Templo ISKCON Hare Krishna;POLYGON((-7866177.85 -3955411.06,-7866177.85 -3955395.54,-7866147.39 -3955395.54,-7866147.39 -3955411.06,-7866177.85 -3955411.06))
Plaza Cívica interior;POLYGON((-7866176.07 -3969518.32,-7866176.07 -3969472.22,-7866128.99 -3969472.22,-7866128.99 -3969518.32,-7866176.07 -3969518.32))
Edificio de Química;POLYGON((-7866170.69 -3956294.72,-7866170.69 -3956236.93,-7866082.91 -3956236.93,-7866082.91 -3956294.72,-7866170.69 -3956294.72))
Plaza El Parque;POLYGON((-7866168.58 -3959600.38,-7866168.58 -3959464.17,-7866121.54 -3959464.17,-7866121.54 -3959600.38,-7866168.58 -3959600.38))
Cancha Baby Futbol FCFM;POLYGON((-7866166.48 -3956236.99,-7866166.48 -3956198.69,-7866142.67 -3956198.69,-7866142.67 -3956236.99,-7866166.48 -3956236.99))
Centro Ceremonial Mapuche;POLYGON((-7866152.46 -3969764.7,-7866152.46 -3969627.51,-7866032.41 -3969627.51,-7866032.41 -3969764.7,-7866152.46 -3969764.7))
Universidad Tecnologica de Chile INACAP;POLYGON((-7866144.02 -3954371.46,-7866144.02 -3954269.7,-7866041.6 -3954269.7,-7866041.6 -3954371.46,-7866144.02 -3954371.46))
Somacor;POLYGON((-7866140.84 -3958054.6,-7866140.84 -3958001.49,-7866085.91 -3958001.49,-7866085.91 -3958054.6,-7866140.84 -3958054.6))
Unidad Especial de Alta Seguridad Santiago;POLYGON((-7866139.42 -3958590.5,-7866139.42 -3958333.43,-7865895.76 -3958333.43,-7865895.76 -3958590.5,-7866139.42 -3958590.5))
Universidad Alberto Hurtado;POLYGON((-7866139.02 -3954621.44,-7866139.02 -3954590.11,-7866111.36 -3954590.11,-7866111.36 -3954621.44,-7866139.02 -3954621.44))
Colegio Lincoln;POLYGON((-7866129.44 -3935670.32,-7866129.44 -3935545.37,-7866005.99 -3935545.37,-7866005.99 -3935670.32,-7866129.44 -3935670.32))
Hare Krishna;POLYGON((-7866128.75 -3955406.24,-7866128.75 -3955398.78,-7866123.08 -3955398.78,-7866123.08 -3955406.24,-7866128.75 -3955406.24))
UAH, computadores;POLYGON((-7866127.4 -3954456.85,-7866127.4 -3954432.09,-7866111.26 -3954432.09,-7866111.26 -3954456.85,-7866127.4 -3954456.85))
Torre Central;POLYGON((-7866121.42 -3956226.04,-7866121.42 -3956198.72,-7866080.75 -3956198.72,-7866080.75 -3956226.04,-7866121.42 -3956226.04))
Parque Central Alameda Bernardo O´Higgins;POLYGON((-7866115.71 -3954762.14,-7866115.71 -3954688.26,-7866032 -3954688.26,-7866032 -3954762.14,-7866115.71 -3954762.14))
Plaza;POLYGON((-7866114.64 -3959173.26,-7866114.64 -3959042.06,-7866077.26 -3959042.06,-7866077.26 -3959173.26,-7866114.64 -3959173.26))
Movistar Arena;POLYGON((-7866114.83 -3956952.54,-7866114.83 -3956805.2,-7865951.82 -3956805.2,-7865951.82 -3956952.54,-7866114.83 -3956952.54))
Liceo Salesiano Manuel Arriarán Barros;POLYGON((-7866113.95 -3966119.63,-7866113.95 -3965912.42,-7865747.3 -3965912.42,-7865747.3 -3966119.63,-7866113.95 -3966119.63))
Patio de Barroso;POLYGON((-7866112.62 -3954614.22,-7866112.62 -3954596.77,-7866082.65 -3954596.77,-7866082.65 -3954614.22,-7866112.62 -3954614.22))
Universidad Alberto Hurtado;POLYGON((-7866108.87 -3954452.75,-7866108.87 -3954414.93,-7866031.4 -3954414.93,-7866031.4 -3954452.75,-7866108.87 -3954452.75))
"Jardín Infantil ""Gi - Gi""";POLYGON((-7866103.91 -3950072.76,-7866103.91 -3950053.84,-7866088.8 -3950053.84,-7866088.8 -3950072.76,-7866103.91 -3950072.76))
Patio Ingeniería comercial;POLYGON((-7866102.76 -3954440.14,-7866102.76 -3954423.07,-7866073.08 -3954423.07,-7866073.08 -3954440.14,-7866102.76 -3954440.14))
Narnia;POLYGON((-7866099.16 -3954595.69,-7866099.16 -3954583.35,-7866085.26 -3954583.35,-7866085.26 -3954595.69,-7866099.16 -3954595.69))
Universidad Alberto Hurtado, Erasmo Escala;POLYGON((-7866089.25 -3954509.2,-7866089.25 -3954457.27,-7866023.79 -3954457.27,-7866023.79 -3954509.2,-7866089.25 -3954509.2))
Transportes Tromen;POLYGON((-7866088.22 -3967371.74,-7866088.22 -3967293.69,-7866048.01 -3967293.69,-7866048.01 -3967371.74,-7866088.22 -3967371.74))
Departamento de Ingenieria Civil/Geofísica;POLYGON((-7866087.98 -3956196.93,-7866087.98 -3956139.16,-7866012.15 -3956139.16,-7866012.15 -3956196.93,-7866087.98 -3956196.93))
Universidad Alberto Hurtado;POLYGON((-7866086.38 -3954505.63,-7866086.38 -3954483.89,-7866062.6 -3954483.89,-7866062.6 -3954505.63,-7866086.38 -3954505.63))
Psicopatio;POLYGON((-7866083.78 -3954544.67,-7866083.78 -3954529.82,-7866056.07 -3954529.82,-7866056.07 -3954544.67,-7866083.78 -3954544.67))
Departamento de Ingenieria Electrica;POLYGON((-7866079.37 -3956289.48,-7866079.37 -3956221.33,-7866024.16 -3956221.33,-7866024.16 -3956289.48,-7866079.37 -3956289.48))
Metales Pesados;POLYGON((-7866076.15 -3954673.24,-7866076.15 -3954653.75,-7866051.82 -3954653.75,-7866051.82 -3954673.24,-7866076.15 -3954673.24))
Instituto Profesional Esucomex;POLYGON((-7866073.96 -3955039.26,-7866073.96 -3954988.06,-7866037.47 -3954988.06,-7866037.47 -3955039.26,-7866073.96 -3955039.26))
Pablo Marchesse;POLYGON((-7866070.51 -3958050.25,-7866070.51 -3958020.35,-7866054.55 -3958020.35,-7866054.55 -3958050.25,-7866070.51 -3958050.25))
Universidad Alberto Hurtado;POLYGON((-7866070.67 -3954574.14,-7866070.67 -3954524.07,-7866020.21 -3954524.07,-7866020.21 -3954574.14,-7866070.67 -3954574.14))
Plaza Alcalde Fernández;POLYGON((-7866070.56 -3952418.46,-7866070.56 -3952228.71,-7865699.58 -3952228.71,-7865699.58 -3952418.46,-7866070.56 -3952418.46))
(Quemado);POLYGON((-7866066.64 -3954849.38,-7866066.64 -3954774.03,-7866004.87 -3954774.03,-7866004.87 -3954849.38,-7866066.64 -3954849.38))
Plazuela Virgen del Carmen;POLYGON((-7866066.51 -3954094.05,-7866066.51 -3953954.3,-7865996.04 -3953954.3,-7865996.04 -3954094.05,-7866066.51 -3954094.05))
Universidad Alberto Hurtado;POLYGON((-7866066.35 -3954668.65,-7866066.35 -3954567.4,-7866009.77 -3954567.4,-7866009.77 -3954668.65,-7866066.35 -3954668.65))
Cancha Escuela Territorio Antártico;POLYGON((-7866064.01 -3962927.11,-7866064.01 -3962801.19,-7865909.04 -3962801.19,-7865909.04 -3962927.11,-7866064.01 -3962927.11))
Patio de Erasmo;POLYGON((-7866062.31 -3954500.65,-7866062.31 -3954480.02,-7866042.47 -3954480.02,-7866042.47 -3954500.65,-7866062.31 -3954500.65))
"Jardin Infantil "" Vitamina Sazie""";POLYGON((-7866058.71 -3955141.31,-7866058.71 -3955116.13,-7866027.11 -3955116.13,-7866027.11 -3955141.31,-7866058.71 -3955141.31))
Andes Import;POLYGON((-7866055.28 -3958049.4,-7866055.28 -3957996.95,-7866042.39 -3957996.95,-7866042.39 -3958049.4,-7866055.28 -3958049.4))
Universidad Diego Portales;POLYGON((-7866049.18 -3955191.6,-7866049.18 -3955150.38,-7866022.31 -3955150.38,-7866022.31 -3955191.6,-7866049.18 -3955191.6))
AIEP;POLYGON((-7866045.15 -3954872.9,-7866045.15 -3954842.91,-7866001.02 -3954842.91,-7866001.02 -3954872.9,-7866045.15 -3954872.9))
Transporte de Valores Intertecno;POLYGON((-7866044.65 -3958048.68,-7866044.65 -3957996.25,-7865996.19 -3957996.25,-7865996.19 -3958048.68,-7866044.65 -3958048.68))
